gene_name	WP3_D12_1	WP3_D12_2	WP3_D16_1	WP3_D16_2	PKD_10_D12_1	PKD_10_D12_2	PKD_10_D16_1	PKD_10_D16_2	PKD_11_D12_1	PKD_11_D12_2	PKD_11_D16_1	PKD_11_D16_2
NGRN	2515.48	2767.84	2051.48	2204.12	2885.94	2729.31	2344.62	2642.61	2695.52	2620.57	2491.62	2597.78
RPS17	4803.74	4508.16	4904.51	5150.65	3766.21	4612.17	3307.94	3437.2	4501.33	5064.01	3715.95	3892.76
HCAR2	13.1218	16.6845	39.9657	75.4604	60.9919	56.3969	82.4578	127.884	32.7531	44.7628	38.1629	51.2371
CCDC87	26.1322	4.44919	7.0619	9.50341	10.2744	20.8235	3.97387	18.4648	30.9827	12.8552	13.1185	16.3732
C1orf116	2663.96	2526.03	4560.71	4830.67	2018.93	2142.23	2435.01	2693.08	1868.7	1800.66	1948.68	2113.31
TMEM198B	168.381	155.493	239.88	249.989	242.554	244.709	253.711	254.084	208.108	240.79	362.619	355.336
CRIP2	993.82	1102.29	1132.26	1314.32	404.813	399.117	456.001	557.635	398.349	391.165	708.397	619.842
DDX28	257.363	281.411	184.786	258.493	235.285	249.882	222.537	232.656	250.517	232.311	262.37	230.394
ACBD3	1586.94	1742.97	2289.23	2211.44	1855.52	1784.75	1975.01	2319	1782.83	1749.21	1779.34	1753.1
HAPSTR1	3014.21	2878.37	3624.06	3219.76	3647.47	3704.22	3574.58	3931.98	3845.16	3758.51	3612.67	3300.56
PLCXD3	0	0	0	0	0	5.20587	26.8236	33.2366	1.77044	4.59113	1.19259	3.50854
ALG12	796.789	801.434	737.09	715.076	783.928	768.078	662.595	619.628	683.105	708.021	596.194	730.517
LCK	94.2345	76.7485	83.5658	65.5735	105.827	107.588	153.988	201.266	159.34	171.708	147.881	190.631
GALNT9	35.6349	38.9304	11.7698	12.3544	72.9485	58.9999	58.6146	51.7013	65.5063	66.1123	54.8592	71.3403
COL18A1	3420.35	3581.37	5642.42	4382.49	4294.92	3678.44	6964.09	4116.56	3628.96	3534.17	6986.61	7713.12
RBM10	1612.11	1410.05	1280.79	1514.23	1264.14	1412.49	1249.16	1197.91	1425.83	1418.61	1240.24	1236.76
PRKCZ-AS1	16.6296	22.2459	18.8317	13.3048	15.4117	26.897	17.8824	18.4648	16.8192	17.4463	8.34813	29.2378
GLUD2	25.4563	30.4814	11.6456	29.5866	21.6689	9.17431	14.9449	13.8906	4.79735	6.43612	17.9791	17.6386
RPL35A	3812.94	3652.74	4192.4	4498.95	3043.27	3956.43	3604.32	3175.01	4123.34	4446.97	3425.16	3319.1
SLC25A18	3.16754	2.22459	3.53095	12.3544	0	0	13.9086	12.9253	4.4261	10.1005	4.77036	12.8646
ZNF721	1094.02	1057.3	815.794	900.139	1239.91	1059.05	965.37	1146.63	1123.03	1042.46	1024.3	957.875
TSPEAR-AS2	0.791886	2.22459	0	4.7517	12.3293	6.07352	28.8106	19.388	26.5566	38.5655	56.0518	51.4586
C11orf54	791.456	767.868	793.1	866.34	1055.43	894.776	928.135	1002.17	931.37	889.502	773.408	733.392
CEP63	638.317	593.874	638.077	742.684	504.955	538.103	625.19	615.177	563.065	599.494	616.718	655.445
SRPRA	2123.05	2006.61	2305.75	2150.64	1845.27	1770.02	1866.71	2117.92	2027.17	1801.57	1954.64	1976.45
EWSR1	4173.66	4043.23	4960.97	4894.29	3209.71	3828.9	3745.38	3752.95	3861.34	4086.1	3854.36	3743.62
HMGN4	1571.89	1622.84	1402.96	1509.14	1462.05	1459.38	1552.79	1417.17	1462.38	1670.25	1652.93	1598.72
SPATA13	2877.63	2777.32	2779.51	2626.72	2729.38	2386.01	2426.03	2506.57	2570.7	2549.04	2436.45	2402.17
GJC1	89.4832	106.781	51.7873	21.8578	55.4819	26.0293	22.8498	1.84648	69.0471	89.9861	103.755	72.5098
CNOT10	920.17	890.947	710.9	687.095	708.936	715.804	625.884	666.577	753.319	732.745	566.48	583.587
MTA1	1180.7	1143.44	1056.93	951.29	1106.56	1127.94	880.213	867.773	1037.48	1108.3	1012.51	1156.65
ZNF662	15.8377	38.9304	77.6809	60.8218	52.3996	26.897	44.7061	72.0125	31.8679	24.7921	35.7777	84.2049
CADM1	2941.1	2726.23	3739.29	3556.15	3759.35	3695.26	4560.03	3706.83	3772.78	3545.26	4444.81	4158.84
ZNF320	1517.28	1521.62	1548.92	1609.87	1878.17	1965.2	2030.65	2236.99	1710.24	1838.27	1846.12	1861.86
C12orf60	30.8836	35.5935	34.1325	26.6095	32.8782	51.1911	24.8367	30.4668	39.8349	48.666	28.6222	39.7634
PYCR1	297.749	280.299	460.2	255.642	174.665	195.22	200.681	261.979	265.566	276.386	397.133	498.213
NAA38	229.647	246.93	254.229	257.542	178.775	203.897	227.504	254.818	200.14	235.066	199.163	191.8
SPNS2	1164.86	1192.39	2689.42	2420.53	603.111	503.235	1073.94	1268.53	900.271	662.959	1335.69	1557.79
AP2A2	2746.26	2698.42	2486.98	2412.92	2947.73	2800.78	2620.76	2934.97	2715.84	2555.44	2555.72	2542.51
SLC8A1	1512.21	1427.08	1266.4	1109.03	1139.44	1151.2	2091.17	1585	964.005	1076.16	1180.65	1163.67
PCP4	11.8783	13.3476	9.41587	26.6095	14.3842	7.80881	26.8236	24.0042	15.0487	18.3645	36.9703	11.6951
ABAT	796.641	820.877	620.271	716.555	797.294	719.28	367.583	368.373	726.768	621.639	398.325	272.496
SLC25A10	540.143	542.454	364.859	373.62	259.803	312.239	189.621	167.543	265.545	267.069	183.266	169.557
CAMK1D	301.709	291.422	185.963	296.506	208.571	247.279	129.151	144.948	273.533	303.933	192.007	152.037
RGPD6	1235.48	1046.69	1856.69	1300.06	1789.6	1609.16	1659.26	1475.68	1550.06	1973.85	1306.91	1381.3
LYSMD4	139.412	180.712	156.794	136.557	149.168	146.615	158.245	120.884	192.61	172.278	144.392	143.59
IGSF5	79.9805	105.668	45.9024	64.6232	69.8662	78.0881	55.6342	53.5478	96.489	77.131	62.0147	84.2049
AFMID	268.449	286.973	295.423	295.556	203.434	216.044	251.347	328.673	209.797	194.664	320.807	235.072
GAS6	17.4215	18.909	20.0087	28.5102	75.0034	57.2646	228.498	195.726	103.571	96.4138	368.511	362.549
NEB	108.488	105.668	88.2738	70.3252	237.34	201.294	224.524	347.137	201.83	230.475	184.852	168.41
GPC6	51.9938	32.2566	20.0087	21.0986	10.247	25.7625	44.7061	24.9274	38.9497	39.4837	78.711	74.8488
ARHGEF37	237.566	302.545	344.856	358.278	225.01	220.382	382.485	404.378	323.99	256.185	417.407	359.04
CEP57L1	405.446	385.967	275.414	207.174	237.339	239.47	223.53	192.957	219.535	259.858	248.059	238.551
RIPPLY3	99.7776	86.7592	108.282	54.1694	75.0034	67.6763	74.5101	72.9358	55.7689	71.6216	63.2073	84.2049
GPR19	14.254	4.44919	1.17698	0	2.05489	0	2.9804	1.84648	1.77044	1.83645	0	0
GJD3	47.1053	9.1262	33.7993	33.1389	29.505	30.2552	38.7184	34.0875	25.4207	7.53387	36.6938	28.787
RABIF	353.973	343.7	310.724	282.251	365.77	323.632	304.001	337.905	347.006	313.115	295.762	304.073
FANCF	575.542	536.555	534.658	481.699	554.389	611.726	431.579	430.191	534.808	622.672	465.457	440.692
SMDT1	323.881	344.812	366.042	347.825	325.7	334.043	401.361	408.071	319.564	380.146	373.281	424.533
C2CD4C	29.2998	27.8074	49.4333	40.8646	105.827	106.72	60.6015	36.0063	111.538	140.489	88.2517	101.748
CHST6	54.6401	40.0427	2.35397	18.0565	23.6312	31.2352	29.804	19.388	37.1792	38.5655	16.6963	19.8817
HSP90AB3P	117.224	166.923	36.5012	57.9803	141.835	45.9962	25.834	40.6311	14.164	31.2257	54.8791	52.6342
RUVBL2	1172	1176.81	1221.71	1071.98	865.109	950.937	882.198	857.688	985.254	887.004	986.272	946.135
GDPGP1	117.991	99.6332	84.0315	92.9825	110.348	146.956	90.4056	100.437	113.469	130.875	94.2066	93.561
CTNNA3	7.12698	16.6845	3.53095	9.50341	10.2744	10.4117	15.8955	11.0789	37.1792	13.7734	21.4666	26.8988
RIMBP3C	0.532599	3.85E-09	2.46483	0	0.0299253	2.08E-06	4.00825	2.76971	14.5106	7.06635	1.15E-24	8.30E-07
PRR36	607.177	578.778	501.98	438.007	814.586	806.223	440.075	366.638	630.611	712.133	545.12	582.323
LINC01547	45.1375	50.0534	36.4865	24.7089	53.4271	40.7793	35.7648	27.6971	35.4088	44.0748	67.9777	47.95
PTTG1IP	7216.13	7294.73	8104.28	8490.66	7833.66	8301.5	8723.82	8908.41	8710.74	7955.71	8737.15	8690.65
DDX41	1062.71	991.058	1068.7	1112.85	999.699	1184.34	974.591	1077.42	1149.9	1131.25	1014.9	991.747
PLGLB1	25.6674	41.4985	47.1726	31.319	42.3085	51.3331	49.718	42.2042	56.9216	45.4001	77.7121	94.9057
DAZAP2	5160.8	4920.72	5631.72	5896.97	5011.76	4848.49	5289.03	5904.95	4959.04	4660.05	4782.3	4773.85
SELENOF	3022.59	3118.87	3602.76	3747.18	3047.45	3141.73	3545.69	3478.75	3318.7	3210.12	3320.17	3145.95
RPSAP19	52.8689	50.9166	13.7375	22.0181	17.0931	10.6383	12.9566	20.2052	11.3464	7.39093	15.3459	29.6266
TMEM121B	41.1781	30.032	30.6016	15.2055	43.1526	59.8675	15.8955	12.0021	27.4418	44.9931	21.4666	17.5427
ZNF623	993.02	1107.86	946.294	1067.24	1198	1153.1	1071.96	1225.14	1163.17	1262.56	1192.59	1195.24
CCDC125	329.425	288.085	245.99	272.748	3.08233	2.60294	4.96734	3.69295	13.2783	0.918226	13.1185	8.18659
BOLA2	97.5271	81.3923	136.587	170.113	58.7665	111.224	135.987	108.197	131.96	134.342	87.5071	90.5736
BCOR	1273.35	1434.86	1028.68	1166.07	1269.92	1210.37	989.492	1035.87	1298.62	1217.57	1115.07	1107.53
JRKL	910.669	882.051	842.72	885.717	844.559	905.821	896.108	848.455	965.775	1000.87	977.924	866.609
CABCOCO1	7.12698	10.0107	4.70794	4.7517	17.4665	21.6911	18.8759	16.6183	8.8522	9.18226	14.3111	1.16951
GBP6	21.3809	12.2353	36.4865	46.5667	6.16466	4.33823	7.94774	8.30914	5.31132	7.34581	3.57777	5.84756
KIAA2026	999.362	1146.78	1225.24	1311.47	1192.86	1146.16	1374.96	1720.91	1149.9	1326.83	1320.2	1219.8
OVCH2	110.864	115.679	51.7873	36.1129	280.493	325.366	101.334	61.8569	159.34	177.218	70.3628	79.5268
FHL3	35.6349	54.5025	62.3801	72.2259	54.4545	53.794	55.6342	29.5436	78.7845	89.0679	67.9776	69.0012
CCDC159	122.499	122.035	66.5173	76.7359	92.6513	155.789	65.5689	69.2428	96.9587	86.8244	61.095	84.2592
RIPK4	1039.75	1171.26	996.912	1052.97	1177.45	1143.55	1068.98	878.919	1087.93	1232.26	1373.87	1256.05
LRIT3	8.71075	4.44919	2.35397	10.4537	10.2744	13.0147	16.889	16.6183	15.934	11.9369	15.5037	15.2037
NPIPA1	749.297	785.833	731.726	632.228	684.579	854.715	822.281	721.905	693.144	724.81	960.294	1044.9
SF3A3	2210.96	2081.11	1790.19	1612.73	1475.4	1671.08	1395.82	1367.31	1551.79	1657.4	1361.94	1358.98
TRIM61	72.8535	110.117	82.3888	47.517	5.13722	3.47056	1.98694	2.51259	87.6368	126.715	76.3258	85.3208
OR7E38P	21.2445	15.7951	31.493	14.169	18.1344	11.899	8.43572	13.7649	23.4822	17.305	27.2868	21.0906
PKD1P3	413.516	376.153	411.08	404.539	466.332	466.127	434.221	380.013	375.478	447.914	557.748	591.737
GTF2H2C	593.255	498.341	522.368	414.405	463.668	473.068	473.63	468.615	549.477	535.63	449.339	444.168
ASB7	706.627	702.33	786.317	841.396	850.05	865.002	834.597	879.117	873.786	896.527	688.859	761.019
SH2D7	3.16754	8.89837	15.3008	9.50341	0	16.4853	4.96734	0.923238	2.65566	6.42758	8.34813	7.01708
TREX2	9.42048	1.07E-09	2.10433	5.09941	2.64E-08	4.39E-11	2.94586	1.78E-05	1.74427	4.04E-10	5.72653	2.51E-14
GPR132	0	0	3.53095	11.4041	0	0	4.96734	0	3.54088	0	3.57777	2.33903
MX2	182.134	169.069	164.778	124.495	11.3019	21.6911	13.9085	17.5415	42.4905	57.8482	77.5184	84.2049
EP400	2628.52	2419.92	2537.68	2373.07	2585.53	2619.73	2297.3	2232.7	2503.91	2645.21	2416.3	2341.69
MEX3B	44.3456	31.1443	68.2651	44.666	109.936	91.9703	45.6995	44.3154	86.7516	129.47	36.9703	31.5768
PI4KAP2	731.523	711.623	798.417	846.304	1103.4	1148.45	1011.02	1045.03	870.565	914.594	906.632	1237.2
TENT5C	353.181	359.272	194.202	405.795	233.23	263.764	84.4448	113.558	247.862	202.01	151.459	132.155
COA5	623.215	664.041	560.245	664.288	731.54	627.308	686.487	764.441	611.688	678.57	658.31	654.927
UTP11	522.644	565.046	421.36	498.929	435.637	481.543	528.524	463.464	535.558	521.554	395.941	428.042
PSMG1	473.548	408.213	417.829	426.702	225.01	410.396	323.87	335.136	361.17	359.026	298.147	352.023
PRR14L	2782.68	2932.02	2607.01	2676.16	2788.49	2795.52	2235.3	2551.84	2853.94	2848.33	2342.25	2204.55
COL18A1-AS1	3.16754	1.1123	17.6548	5.70204	9.24699	1.73529	7.94774	11.0789	0.88522	1.83645	10.7333	15.2037
ENSG00000183562	3.95943	3.33689	14.1238	19.9572	23.6312	18.2205	15.8955	8.30914	3.54088	12.8552	5.96295	14.0342
SERHL2	88.6112	92.2297	200.324	244.197	149.762	171.492	143.89	193.12	102.95	127.89	163.4	123.367
PCBP3	6.33509	1.1123	2.35397	4.7517	0	9.5441	8.94121	1.84648	4.4261	3.6729	2.38518	7.01708
SETD3	1278.89	1551.66	1599.52	1599.42	1306.92	1192.15	1506.1	1921.25	1113.6	1194.61	1417.98	1475.92
ZNRF3	889.288	840.896	503.749	466.617	904.15	908.424	626.879	574.254	811.746	864.051	657.117	609.316
FBXL7	1.58377	0	8.23889	0	17.4665	7.80881	31.791	15.695	23.0157	18.3645	29.8148	47.95
TANGO2	254.987	244.705	249.521	267.996	252.751	247.279	276.184	295.436	272.647	249.757	255.214	320.446
SMG1P5	308.12	198.907	224.375	202.572	244.089	225.476	233.659	343.817	320.748	233.004	307.847	294.716
SFXN4	287.455	259.166	268.352	305.059	190.077	234.264	344.733	385.913	283.27	279.141	294.57	350.854
FAM167B	4.75132	4.44919	1.17698	0	2.05489	10.4117	5.96081	9.23238	3.54088	5.50935	3.57777	4.67805
MRPL54	172.631	155.722	214.211	195.77	147.952	137.088	184.785	186.494	161.11	134.979	151.459	169.579
ZNF438	143.331	147.935	117.698	131.147	118.156	111.059	94.3794	118.174	117.734	138.652	89.4443	78.3573
HMCES	1217.13	1091.17	1028.68	914.226	602.08	740.969	782.852	743.206	839.189	769.473	770.413	714.573
CCR3	0	0	7.0619	2.85102	11.3019	6.07352	0	0.923238	2.65566	0	10.7333	2.33903
DGCR6	31.3072	32.9514	36.7093	27.7583	38.2282	50.2871	84.1688	95.2104	53.3857	60.8267	115.335	121.131
HOATZ	5.5432	14.4599	10.5929	6.65238	33.9056	61.6028	11.9216	12.0021	16.8192	9.18226	11.9259	2.33903
ZNF530	135.412	135.7	69.4421	48.4674	65.7564	42.5146	46.693	45.2386	55.7688	48.666	56.0518	56.1366
NDUFB1	270.825	273.625	275.414	287.953	191.105	262.897	323.871	302.822	237.239	258.021	281.451	212.851
MARCHF11	56.2239	34.4812	102.398	44.666	312.343	201.294	271.217	184.647	233.698	242.411	326.77	370.736
KLHL25	230.439	250.267	183.609	153.005	301.041	289.793	124.184	130.176	211.567	256.185	164.577	150.867
TRMT12	363.476	411.55	347.21	375.385	386.319	423.411	373.544	325.903	423.135	405.856	321.999	359.04
GUSBP1	19.6698	29.5404	19.0436	26.9481	30.6198	33.556	18.7239	17.3494	29.3066	20.3445	29.4166	29.3496
BMP8A	7.32171	14.8013	5.97395	10.8472	11.5365	12.4274	20.5152	23.7881	8.19316	12.1717	9.96094	35.9075
ALYREF	959.766	974.373	862.729	762.173	638.042	772.204	590.12	572.407	694.012	779.573	481.807	556.688
RFLNB	331.8	274.737	142.415	131.147	227.065	291.529	236.445	134.793	178.814	227.72	122.837	129.816
EFHC2	28.5079	40.0427	31.7786	21.8578	38.0154	71.1469	40.7322	24.0042	46.9166	22.0374	21.4666	21.0512
UPP1	258.155	351.486	361.334	237.585	253.779	212.573	177.831	211.421	205.371	194.664	205.126	221.038
OPCML	278.744	301.432	135.353	122.594	251.724	191.75	700.062	611.186	226.192	247.921	385.207	457.279
TRIM52	242.184	207.585	288.354	291.817	264.694	362.024	463.285	404.578	359.072	322.794	418.428	369.198
LHFPL6	23.7566	12.2353	8.23889	10.4537	17.4665	13.8823	7.94774	13.8486	25.6714	24.7921	15.5037	22.2207
CMTM4	3366.3	3319.1	3977.02	3684.47	3944.29	3915.69	5115.38	5412.05	4388.07	3943.82	4699.97	4085.12
TMEM50A	2864.26	2677.29	3610.96	3843.17	2861.44	3387.28	3446.35	3317.2	3584.25	3499.34	3093.58	2784.61
ASCL2	36.4268	44.4919	22.3627	37.0633	34.9331	26.0294	3.97387	27.6971	38.9497	44.0748	11.9259	25.7293
TBK1	962.142	983.271	1007.5	929.433	893.877	965.689	956.71	1037.72	1037.48	977.911	911.139	826.845
CBX6	2848.42	2779.65	4409.03	4552.1	2827.49	2861.49	3893.42	3704.91	2964.58	2816.22	3544.34	3437.23
MACC1	7632.96	7519.02	10492.9	11062.8	6878.64	7618.91	5011.04	5641.05	6679.85	7359.67	5204.52	4776.35
TBL3	508.971	522.709	520.227	473.269	439.746	484.145	409.249	396.069	473.351	476.655	433.963	460.788
ACP7	19.0053	10.0107	21.1857	25.6592	13.3568	13.8823	11.9216	11.0789	9.73742	7.34581	19.0814	17.5427
KREMEN1	620.839	577.282	619.094	763.124	690.442	619.498	590.12	522.553	575.393	610.62	639.229	597.621
TRAIP	242.317	224.684	127.114	86.481	69.8662	58.9999	42.7191	31.3901	61.0802	50.5024	88.2517	47.95
CHEK2	341.396	300.32	197.733	231.283	201.518	145.971	115.372	100.633	156.64	185.737	166.014	153.237
AIFM3	26.1322	23.3582	21.1857	29.4606	15.4117	15.6176	7.94774	18.4648	2.65566	10.1005	14.3111	3.50854
KCTD16	110.864	67.8501	63.5571	76.9776	174.665	121.47	97.3598	168.952	146.061	150.589	129.992	80.6964
B3GALT5	5081.38	4750.65	5692.99	6528.74	3837.81	3397.7	3709.6	3495.9	4842.15	4042.05	4263.46	3260.64
ZNF703	266.074	301.432	287.184	386.789	193.159	174.397	133.125	221.577	223.961	208.437	166.963	173.088
KCTD8	448.208	408.213	290.715	218.578	290.767	319.293	367.583	281.587	364.711	286.486	292.185	261.971
DOCK8-AS1	5.5432	14.2389	10.5929	20.9075	2.05489	0.867645	14.902	7.3859	2.65566	5.50935	3.57777	2.33903
TUBA8	0.116719	0.396865	6.87902	18.3085	15.984	11.5111	11.452	5.53426	1.20078	3.43538	9.09519	17.948
NPIPA5	1.2731	0.274138	0.0083028	13.0223	31.0114	68.7288	33.543	1.90744	31.0607	11.8411	5.68517	21.7265
OLFML1	0	8.89838	15.3008	7.60273	9.24699	5.20587	45.6995	6.46266	15.934	3.6729	76.3258	32.7463
RBM12B	1465.71	1439.68	1111.48	1198.62	1710.17	1746.52	1428.73	1610.72	1635.38	1828.21	1528	1535.11
LIN9	366.644	404.875	261.291	250.89	212.681	154.441	164.916	171.722	186.781	247.921	151.459	163.732
BTBD9	830.687	837.562	892.152	988.354	922.644	1016.01	1044.14	1093.11	968.434	921.898	1039.94	907.539
NUDT14	170.255	152.385	142.415	144.452	154.117	133.617	192.733	165.26	123.046	112.942	175.311	132.155
ANKRD45	91.4432	91.2028	64.6153	51.3184	120.211	134.234	123.156	60.9337	82.3254	67.3887	84.559	84.2046
CFAP91	489.45	467.222	259.026	221.669	395.467	380.449	263.429	204.485	368.208	369.988	384.012	342.207
PNMA3	14.254	22.2459	7.0619	14.2551	31.8507	8.67645	3.97387	0.923238	30.0975	28.465	26.237	25.7293
GPR39	594.308	535.942	537.153	653.333	300.11	303.225	468.609	492.219	573.156	541.687	511.451	515.731
FAM3B	391.984	387.08	267.175	399.143	97.6072	111.059	185.778	203.112	169.962	194.664	240.903	260.801
ZNF730	167.88	117.903	80.0349	55.1198	88.3601	85.0292	47.6865	40.6225	56.6541	63.3576	39.3555	29.2378
KIRREL1	942.347	982.161	1520.67	884.77	1092.17	911.894	1745.53	873.382	1490.71	1329.59	1914.13	2044.3
IQGAP3	707.949	787.506	542.591	473.268	66.7839	82.4263	224.524	120.944	38.0644	67.9487	242.096	217.529
TOB2	2772.4	3163.37	2761.2	2899.49	3085.42	3302.26	2435.98	2525.05	3283.28	3367.14	2725.07	2473.51
UTY	725.368	640.682	840.366	855.307	911.342	819.924	1068.97	985.094	832.106	867.722	1066.18	962.509
NPIPA9	816.369	874.562	518.81	523.202	737.648	774.448	687.338	703.964	677.329	599.948	824.603	973.135
TTC32	57.8077	57.8394	56.4952	44.666	45.2075	44.2499	63.5819	46.1619	30.0975	28.465	82.2887	76.0183
DNAH2	3.16754	12.2353	7.0619	4.7517	18.494	29.4999	15.8955	7.3859	11.5079	11.9369	9.54072	5.84756
HTR7P1	248.652	229.133	261.29	357.328	304.123	276.779	492.76	421.92	341.695	339.744	385.207	354.362
PRKX	715.733	720.21	728.493	584.171	780.365	847.435	625.885	609.912	908.358	985.985	746.562	756.675
KMT5A	1181.46	1181.26	1144.03	1118.55	809.626	883.249	881.194	1040.49	858.662	795.183	802.614	792.93
KCNH8	8.71075	1.1123	4.70794	1.90068	2.05489	1.73529	1.98694	1.84648	18.5896	5.50935	10.7333	1.16951
SMTN	452.958	380.406	435.484	398.193	235.285	224.72	171.87	129.253	259.37	300.26	187.237	210.512
PP2D1	5.5432	3.33689	11.7698	9.50341	3.08233	10.4117	10.9281	9.23238	1.77044	5.50935	14.3111	12.8646
COA3	958.182	1001.07	819.181	826.948	968.88	997.792	998.435	1074.65	859.548	834.667	883.709	847.386
NPB	5.29876	3.75293	9.76E-19	1.34E-13	3.78E-15	2.75E-12	1.61E-12	7.91E-13	8.99518	2.69E-06	1.19E-22	8.07456
ST6GALNAC3	21.3809	20.0213	12.9468	8.55307	13.3568	7.80881	11.9216	13.8486	25.6714	23.8739	26.237	32.7464
PTP4A2	6004.73	5973.04	6475.74	6507.75	5660.15	5854.91	4643.46	5206.12	5759.15	5825.19	5051.85	5052.33
ACTG1	45522.2	46557.4	54525.8	48732	48936.1	48811	48242	44620.8	54252.3	54611.2	51115.3	53332.1
TMPRSS2	8035.09	8579.32	7810.83	9759.99	6273	6220.97	7158.87	7952.48	5595.16	5388.1	7473.75	6727.84
DENND5A	741.205	777.496	746.208	694.7	942.165	945.731	784.84	680.427	932.136	917.308	822.887	879.473
DIABLO	842.964	828.483	911.394	828.58	856.314	813.332	706.758	779.894	812.412	851.933	698.902	770.177
VPS33B	262.596	269.411	287.568	295.405	347.097	305.46	326.331	265.864	300.258	318.793	314.768	319.111
SREBF2-AS1	7.10501	3.28283	1.59245	6.3915	8.88421	2.10004	14.6067	15.1879	6.11528	6.25761	5.23296	11.8181
UQCR10	1091.22	1159.01	1222.89	1341.88	1034.63	1184.34	1330.26	1291.61	1225.15	1170.74	1099.57	940.288
FAM120C	303.292	405.988	228.335	256.592	256.861	314.088	277.178	314.824	257.599	338.826	286.222	238.581
BRD7P2	22.2152	22.0372	5.8895	10.4537	16.4497	7.80881	7.94774	10.162	5.31725	7.34581	8.34813	10.544
EIF3C	6471.94	5809.7	8171.71	7033.19	6052.46	7390.83	6636.62	6826.43	8128.57	7929.7	5636.63	5318.45
NIPSNAP1	3702.85	3497.07	3626.3	4116.88	4125.18	3821.97	3981.83	3321.82	3671.02	3613.24	3735.19	3662.9
LRRC51	294.748	276.574	146.241	227.744	204.925	215.115	182.704	181.865	178.086	156.023	186.009	185.717
KCNQ3	31.6755	28.9197	30.6016	36.1129	34.9331	43.3823	20.8628	7.3859	22.1305	18.3645	19.0814	36.2549
ADRA2C	294.582	330.353	274.237	269.896	601.053	399.984	441.1	519.783	454.119	449.929	451.99	433.89
NR2C2AP	276.764	279.766	196.121	211.531	145.644	170.14	108.591	121.867	117.654	168.035	126.691	130.985
C1QTNF12	0.791886	8.89838	0	2.85102	12.3293	9.5441	2.9804	2.76971	5.31132	2.75468	4.77036	1.16951
CRELD2	622.423	687.398	367.219	429.554	494.2	540.542	398.408	351.754	417.822	438.17	308.881	332.141
SCFD2	448.208	466.052	330.733	339.272	346.249	330.572	219.557	236.349	353.202	334.234	242.096	219.868
UBE2F	501.932	500.309	462.555	428.603	495.228	430.633	410.302	420.996	509.001	484.319	409.845	377.526
KCNJ12	7.91886	14.4599	0	3.80136	6.16466	2.60294	0	2.76971	10.6226	6.42758	4.77036	8.18659
GPR173	188.469	126.802	194.202	175.813	184.94	182.205	191.739	135.716	193.863	183.645	184.852	301.734
PPP1R2	972.436	870.93	1295.86	1362.79	892.848	931.853	1119.64	1208.52	923.284	928.324	1198.55	1242.02
TSPYL2	353.973	437.133	361.334	399.143	434.608	604.749	295.06	382.22	431.987	589.501	438.873	405.821
GOLGA6L4	42.0082	45.7467	66.5436	67.6986	87.6522	81.7758	98.9779	74.7609	66.8585	71.0208	103.772	77.4261
PGP	601.63	567.049	444.75	395.578	333.742	378.035	276.746	243.919	343.465	404.771	294.172	289.87
